f1_dnf,f1_cnf,f1_right,f1_left,acc_dnf,acc_cnf,acc_right,acc_left,precision_dnf,precision_cnf,precision_right,precision_left,recall_dnf,recall_cnf,recall_right,recall_left,cosine_dnf,cosine_cnf,cosine_right,cosine_left
0.5538461538461539,0.21621621621621623,0.32653061224489793,0.4489795918367347,0.546875,0.546875,0.484375,0.578125,0.6428571428571429,0.14285714285714285,0.2857142857142857,0.39285714285714285,0.4864864864864865,0.4444444444444444,0.38095238095238093,0.5238095238095238,0.55923278940108,0.2519763153394848,0.329914439536929,0.4536323543632774
0.6329113924050633,0.2745098039215686,0.5079365079365079,0.4444444444444444,0.546875,0.421875,0.515625,0.453125,0.5952380952380952,0.16666666666666666,0.38095238095238093,0.3333333333333333,0.6756756756756757,0.7777777777777778,0.7619047619047619,0.6666666666666666,0.6341828617898013,0.3600411499115478,0.5387480237611791,0.47140452079103173
0.6000000000000001,0.3333333333333333,0.5185185185185185,0.48148148148148145,0.5625,0.5625,0.59375,0.5625,0.6363636363636364,0.21212121212121213,0.42424242424242425,0.3939393939393939,0.5675675675675675,0.7777777777777778,0.6666666666666666,0.6190476190476191,0.6009819973837496,0.4061811972299616,0.5318160234783105,0.49382916465843113
0.5277777777777778,0.3181818181818182,0.39285714285714285,0.4642857142857143,0.46875,0.53125,0.46875,0.53125,0.5428571428571428,0.2,0.3142857142857143,0.37142857142857144,0.5135135135135135,0.7777777777777778,0.5238095238095238,0.6190476190476191,0.527981513657892,0.3944053188733077,0.40574111245982464,0.4795122238161564
0.6666666666666667,0.3636363636363636,0.5357142857142858,0.5357142857142858,0.625,0.5625,0.59375,0.59375,0.6857142857142857,0.22857142857142856,0.42857142857142855,0.42857142857142855,0.6486486486486487,0.8888888888888888,0.7142857142857143,0.7142857142857143,0.6669240172520741,0.4507489358552088,0.5532833351724882,0.5532833351724882
0.5945945945945946,0.26086956521739135,0.41379310344827586,0.4482758620689656,0.53125,0.46875,0.46875,0.5,0.5945945945945946,0.16216216216216217,0.32432432432432434,0.35135135135135137,0.5945945945945946,0.6666666666666666,0.5714285714285714,0.6190476190476191,0.5945945945945947,0.3287979746107146,0.43049760200050513,0.46637240216721393
0.6388888888888888,0.1818181818181818,0.5,0.39285714285714285,0.59375,0.4375,0.5625,0.46875,0.6571428571428571,0.11428571428571428,0.4,0.3142857142857143,0.6216216216216216,0.4444444444444444,0.6666666666666666,0.5238095238095238,0.6391355165332376,0.2253744679276044,0.5163977794943223,0.40574111245982464
0.7105263157894737,0.3333333333333333,0.6,0.5,0.65625,0.5,0.625,0.53125,0.6923076923076923,0.20512820512820512,0.46153846153846156,0.38461538461538464,0.7297297297297297,0.8888888888888888,0.8571428571428571,0.7142857142857143,0.7107724707650862,0.427008410146899,0.628970902033151,0.5241424183609591
0.7397260273972601,0.3555555555555555,0.5964912280701755,0.5964912280701755,0.703125,0.546875,0.640625,0.640625,0.75,0.2222222222222222,0.4722222222222222,0.4722222222222222,0.7297297297297297,0.8888888888888888,0.8095238095238095,0.8095238095238095,0.7397954428741078,0.4444444444444444,0.6182840223353118,0.6182840223353118
0.611111111111111,0.3181818181818182,0.5,0.4642857142857143,0.5625,0.53125,0.5625,0.53125,0.6285714285714286,0.2,0.4,0.37142857142857144,0.5945945945945946,0.7777777777777778,0.6666666666666666,0.6190476190476191,0.6113470158144013,0.3944053188733077,0.5163977794943223,0.4795122238161564
0.6753246753246753,0.36734693877551017,0.4590163934426229,0.5901639344262294,0.609375,0.515625,0.484375,0.609375,0.65,0.225,0.35,0.45,0.7027027027027027,1.0,0.6666666666666666,0.8571428571428571,0.6758378183830474,0.4743416490252569,0.48304589153964794,0.6210590034081188
0.6486486486486487,0.17391304347826086,0.48275862068965514,0.41379310344827586,0.59375,0.40625,0.53125,0.46875,0.6486486486486487,0.10810810810810811,0.3783783783783784,0.32432432432432434,0.6486486486486487,0.4444444444444444,0.6666666666666666,0.5714285714285714,0.6486486486486488,0.2191986497404764,0.5022472023339227,0.43049760200050513
0.619718309859155,0.27906976744186046,0.4727272727272727,0.43636363636363634,0.578125,0.515625,0.546875,0.515625,0.6470588235294118,0.17647058823529413,0.38235294117647056,0.35294117647058826,0.5945945945945946,0.6666666666666666,0.6190476190476191,0.5714285714285714,0.6202722618780611,0.34299717028501764,0.48651277256732783,0.44908871313907184
0.6753246753246753,0.24489795918367346,0.4918032786885245,0.42622950819672134,0.609375,0.421875,0.515625,0.453125,0.65,0.15,0.375,0.325,0.7027027027027027,0.6666666666666666,0.7142857142857143,0.6190476190476191,0.6758378183830474,0.31622776601683794,0.5175491695067657,0.4485426135725303
0.5538461538461539,0.21621621621621623,0.4489795918367347,0.3673469387755102,0.546875,0.546875,0.578125,0.515625,0.6428571428571429,0.14285714285714285,0.39285714285714285,0.32142857142857145,0.4864864864864865,0.4444444444444444,0.5238095238095238,0.42857142857142855,0.55923278940108,0.2519763153394848,0.4536323543632774,0.37115374447904514
