f1_dnf,f1_cnf,f1_right,f1_left,acc_dnf,acc_cnf,acc_right,acc_left,precision_dnf,precision_cnf,precision_right,precision_left,recall_dnf,recall_cnf,recall_right,recall_left,cosine_dnf,cosine_cnf,cosine_right,cosine_left
0.7499999999999999,0.6666666666666666,0.6666666666666666,0.7499999999999999,0.75,0.75,0.75,0.75,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6,0.6666666666666666,0.6666666666666666,0.6,0.7745966692414834,0.6666666666666667,0.6666666666666667,0.7745966692414834
0.5714285714285715,0.4,0.4,0.5714285714285715,0.625,0.625,0.625,0.625,1.0,0.5,0.5,1.0,0.4,0.3333333333333333,0.3333333333333333,0.4,0.6324555320336759,0.40824829046386296,0.40824829046386296,0.6324555320336759
0.7272727272727272,0.6666666666666666,0.6666666666666666,0.7272727272727272,0.625,0.625,0.625,0.625,0.6666666666666666,0.5,0.5,0.6666666666666666,0.8,1.0,1.0,0.8,0.7302967433402214,0.7071067811865476,0.7071067811865476,0.7302967433402214
0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.4,0.5163977794943222,0.6666666666666667,0.6666666666666667,0.5163977794943222
0.5,0.6666666666666666,0.6666666666666666,0.5,0.5,0.75,0.75,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.6666666666666666,0.6666666666666666,0.4,0.5163977794943222,0.6666666666666667,0.6666666666666667,0.5163977794943222
0.4444444444444445,0.5714285714285715,0.5714285714285715,0.4444444444444445,0.375,0.625,0.625,0.375,0.5,0.5,0.5,0.5,0.4,0.6666666666666666,0.6666666666666666,0.4,0.4472135954999579,0.5773502691896258,0.5773502691896258,0.4472135954999579
0.8000000000000002,0.7499999999999999,0.7499999999999999,0.8000000000000002,0.75,0.75,0.75,0.75,0.8,0.6,0.6,0.8,0.8,1.0,1.0,0.8,0.7999999999999998,0.7745966692414834,0.7745966692414834,0.7999999999999998
0.4444444444444445,0.28571428571428575,0.28571428571428575,0.4444444444444445,0.375,0.375,0.375,0.375,0.5,0.25,0.25,0.5,0.4,0.3333333333333333,0.3333333333333333,0.4,0.4472135954999579,0.2886751345948129,0.2886751345948129,0.4472135954999579
0.6666666666666665,0.5714285714285715,0.5714285714285715,0.6666666666666665,0.625,0.625,0.625,0.625,0.75,0.5,0.5,0.75,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6708203932499369,0.5773502691896258,0.5773502691896258,0.6708203932499369
0.8000000000000002,0.5,0.5,0.8000000000000002,0.75,0.5,0.5,0.75,0.8,0.4,0.4,0.8,0.8,0.6666666666666666,0.6666666666666666,0.8,0.7999999999999998,0.5163977794943222,0.5163977794943222,0.7999999999999998
0.6666666666666665,0.5714285714285715,0.5714285714285715,0.6666666666666665,0.625,0.625,0.625,0.625,0.75,0.5,0.5,0.75,0.6,0.6666666666666666,0.6666666666666666,0.6,0.6708203932499369,0.5773502691896258,0.5773502691896258,0.6708203932499369
0.7499999999999999,0.3333333333333333,0.3333333333333333,0.7499999999999999,0.75,0.5,0.5,0.75,1.0,0.3333333333333333,0.3333333333333333,1.0,0.6,0.3333333333333333,0.3333333333333333,0.6,0.7745966692414834,0.33333333333333337,0.33333333333333337,0.7745966692414834
0.7499999999999999,1.0,1.0,0.7499999999999999,0.75,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.6,1.0,1.0,0.6,0.7745966692414834,1.0000000000000002,1.0000000000000002,0.7745966692414834
0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.3333333333333333,0.3333333333333333,0.4,0.5163977794943222,0.33333333333333337,0.33333333333333337,0.5163977794943222
0.8000000000000002,0.5,0.5,0.8000000000000002,0.75,0.5,0.5,0.75,0.8,0.4,0.4,0.8,0.8,0.6666666666666666,0.6666666666666666,0.8,0.7999999999999998,0.5163977794943222,0.5163977794943222,0.7999999999999998
