f1_dnf,f1_cnf,f1_right,f1_left,acc_dnf,acc_cnf,acc_right,acc_left,precision_dnf,precision_cnf,precision_right,precision_left,recall_dnf,recall_cnf,recall_right,recall_left,cosine_dnf,cosine_cnf,cosine_right,cosine_left
0.7272727272727272,0.4,0.5,0.6666666666666666,0.625,0.4375,0.5,0.5625,0.7619047619047619,0.2857142857142857,0.38095238095238093,0.6666666666666666,0.6956521739130435,0.6666666666666666,0.7272727272727273,0.6666666666666666,0.7280252083092642,0.4364357804719847,0.5263613559678152,0.6666666666666666
0.761904761904762,0.5,0.6,0.7,0.6875,0.5625,0.625,0.625,0.8421052631578947,0.3684210526315789,0.47368421052631576,0.7368421052631579,0.6956521739130435,0.7777777777777778,0.8181818181818182,0.6666666666666666,0.7653837971759038,0.5353033790313106,0.6225430174794672,0.7008766440504623
0.5714285714285715,0.42857142857142855,0.4666666666666667,0.5500000000000002,0.4375,0.5,0.5,0.4375,0.631578947368421,0.3157894736842105,0.3684210526315789,0.5789473684210527,0.5217391304347826,0.6666666666666666,0.6363636363636364,0.5238095238095238,0.5740378478819278,0.45883146774112343,0.48420012470625223,0.5506887917539347
0.6666666666666667,0.39999999999999997,0.4444444444444444,0.6486486486486486,0.59375,0.53125,0.53125,0.59375,0.8125,0.3125,0.375,0.75,0.5652173913043478,0.5555555555555556,0.5454545454545454,0.5714285714285714,0.677671845685493,0.4166666666666667,0.45226701686664544,0.6546536707079772
0.7142857142857143,0.42857142857142855,0.5333333333333333,0.6500000000000001,0.625,0.5,0.5625,0.5625,0.7894736842105263,0.3157894736842105,0.42105263157894735,0.6842105263157895,0.6521739130434783,0.6666666666666666,0.7272727272727273,0.6190476190476191,0.7175473098524098,0.45883146774112343,0.5533715710928597,0.6508140266182865
0.8095238095238095,0.5714285714285714,0.6666666666666666,0.7500000000000001,0.75,0.625,0.6875,0.6875,0.8947368421052632,0.42105263157894735,0.5263157894736842,0.7894736842105263,0.7391304347826086,0.8888888888888888,0.9090909090909091,0.7142857142857143,0.8132202844993978,0.6117752903214979,0.6917144638660746,0.7509392614826382
0.5853658536585366,0.3703703703703704,0.4827586206896552,0.5128205128205129,0.46875,0.46875,0.53125,0.40625,0.6666666666666666,0.2777777777777778,0.3888888888888889,0.5555555555555556,0.5217391304347826,0.5555555555555556,0.6363636363636364,0.47619047619047616,0.5897678246195887,0.3928371006591931,0.4974683381630911,0.5143444998736398
0.6363636363636365,0.4,0.5,0.5714285714285714,0.5,0.4375,0.5,0.4375,0.6666666666666666,0.2857142857142857,0.38095238095238093,0.5714285714285714,0.6086956521739131,0.6666666666666666,0.7272727272727273,0.5714285714285714,0.6370220572706062,0.4364357804719847,0.5263613559678152,0.5714285714285714
0.5263157894736841,0.5,0.6153846153846153,0.4444444444444444,0.4375,0.625,0.6875,0.375,0.6666666666666666,0.4,0.5333333333333333,0.5333333333333333,0.43478260869565216,0.6666666666666666,0.7272727272727273,0.38095238095238093,0.5383819020581655,0.5163977794943222,0.6227991553292184,0.4507489358552088
0.6341463414634146,0.5925925925925926,0.6896551724137931,0.5641025641025642,0.53125,0.65625,0.71875,0.46875,0.7222222222222222,0.4444444444444444,0.5555555555555556,0.6111111111111112,0.5652173913043478,0.8888888888888888,0.9090909090909091,0.5238095238095238,0.6389151433378877,0.6285393610547089,0.7106690545187015,0.5657789498610037
0.7,0.5384615384615384,0.6428571428571428,0.6315789473684211,0.625,0.625,0.6875,0.5625,0.8235294117647058,0.4117647058823529,0.5294117647058824,0.7058823529411765,0.6086956521739131,0.7777777777777778,0.8181818181818182,0.5714285714285714,0.7080104323938432,0.5659164584181103,0.6581451817144176,0.6351073488299558
0.6341463414634146,0.5925925925925926,0.6896551724137931,0.5641025641025642,0.53125,0.65625,0.71875,0.46875,0.7222222222222222,0.4444444444444444,0.5555555555555556,0.6111111111111112,0.5652173913043478,0.8888888888888888,0.9090909090909091,0.5238095238095238,0.6389151433378877,0.6285393610547089,0.7106690545187015,0.5657789498610037
0.711111111111111,0.5161290322580644,0.6060606060606061,0.6511627906976744,0.59375,0.53125,0.59375,0.53125,0.7272727272727273,0.36363636363636365,0.45454545454545453,0.6363636363636364,0.6956521739130435,0.8888888888888888,0.9090909090909091,0.6666666666666666,0.7112867591590193,0.5685352436149612,0.642824346533225,0.6513389472789296
0.8,0.5161290322580644,0.5454545454545455,0.7906976744186046,0.71875,0.53125,0.53125,0.71875,0.8181818181818182,0.36363636363636365,0.4090909090909091,0.7727272727272727,0.782608695652174,0.8888888888888888,0.8181818181818182,0.8095238095238095,0.8001976040538967,0.5685352436149612,0.5785419118799024,0.7909115788387002
0.7804878048780488,0.6666666666666666,0.6896551724137931,0.7692307692307692,0.71875,0.71875,0.71875,0.71875,0.8888888888888888,0.5,0.5555555555555556,0.8333333333333334,0.6956521739130435,1.0,0.9090909090909091,0.7142857142857143,0.7863570994927849,0.7071067811865476,0.7106690545187015,0.7715167498104597
